Date,Open,High,Low,Close,Adj Close,Volume
2023-05-30,93.87000274658203,94.47000122070312,91.91000366210938,93.94000244140625,91.51222229003906,1124300
2023-05-31,92.87000274658203,93.51000213623047,91.69999694824219,92.63999938964844,90.24581909179688,1600000
2023-06-01,92.77999877929688,93.05999755859375,90.81999969482422,91.0199966430664,88.66767120361328,1181900
2023-06-02,91.91000366210938,93.0999984741211,91.16999816894531,92.27999877929688,89.8951187133789,1123800
2023-06-05,92.38999938964844,93.08000183105469,91.41000366210938,91.73999786376953,89.36907196044922,968000
2023-06-06,90.9800033569336,92.77999877929688,90.9800033569336,92.43000030517578,90.04124450683594,656500
2023-06-07,92.69999694824219,95.52999877929688,91.83999633789062,94.19000244140625,91.7557601928711,1437000
2023-06-08,93.83000183105469,96.4800033569336,89.38999938964844,91.18000030517578,88.82354736328125,2364200
2023-06-09,90.69999694824219,93.70999908447266,90.4000015258789,93.62000274658203,91.20049285888672,961600
2023-06-12,93.58999633789062,94.70999908447266,93.0,93.79000091552734,91.3660888671875,1199200
2023-06-13,93.5,96.52999877929688,91.91999816894531,96.16999816894531,93.6845932006836,2517100
2023-06-14,97.12999725341797,98.91000366210938,95.08000183105469,95.31999969482422,92.85655212402344,1476200
2023-06-15,95.41000366210938,96.0199966430664,94.05999755859375,94.19999694824219,91.7655029296875,1799700
2023-06-16,95.12999725341797,97.2300033569336,93.80999755859375,96.43000030517578,93.9378662109375,2803900
2023-06-20,96.5,96.5,92.63999938964844,93.51000213623047,91.09333038330078,1613500
2023-06-21,92.94000244140625,93.27999877929688,91.69000244140625,91.81999969482422,89.44700622558594,2009800
2023-06-22,92.56999969482422,93.79000091552734,91.05999755859375,93.2699966430664,90.85954284667969,1234200
2023-06-23,92.69000244140625,94.62999725341797,92.55000305175781,94.04000091552734,91.60963439941406,1755500
2023-06-26,94.23999786376953,94.72000122070312,92.62999725341797,92.87999725341797,90.47960662841797,1216800
2023-06-27,93.05999755859375,93.31999969482422,91.36000061035156,92.41000366210938,90.02175903320312,1169200
2023-06-28,91.61000061035156,91.81999969482422,89.68000030517578,91.80999755859375,89.43727111816406,1530400
2023-06-29,91.81999969482422,93.83000183105469,91.41000366210938,92.80999755859375,90.41142272949219,916500
2023-06-30,93.30999755859375,95.12999725341797,92.12000274658203,94.3499984741211,91.91162109375,1406700
2023-07-03,94.87000274658203,97.33999633789062,94.62999725341797,97.12000274658203,94.61003875732422,831000
2023-07-05,96.5,98.58999633789062,96.19000244140625,98.45999908447266,95.91539764404297,1496400
2023-07-06,97.38999938964844,98.70999908447266,96.9800033569336,98.29000091552734,95.74980163574219,1365000
2023-07-07,98.20999908447266,101.76000213623047,98.19000244140625,100.98999786376953,98.38001251220703,2088800
2023-07-10,101.0199966430664,102.8499984741211,100.02999877929688,100.18000030517578,97.59095764160156,1395100
2023-07-11,101.2699966430664,102.6500015258789,100.77999877929688,102.11000061035156,99.47107696533203,1106700
2023-07-12,102.91000366210938,103.0999984741211,100.43000030517578,100.66000366210938,98.05854797363281,979200
2023-07-13,100.7300033569336,101.02999877929688,99.38999938964844,100.55000305175781,97.9513931274414,860700
2023-07-14,100.81999969482422,101.0999984741211,98.7699966430664,99.66999816894531,97.09413146972656,626000
2023-07-17,100.63999938964844,102.12999725341797,100.26000213623047,101.70999908447266,99.08140563964844,1178100
2023-07-18,101.97000122070312,104.48999786376953,101.43000030517578,102.9800033569336,100.31859588623047,1249100
2023-07-19,103.33000183105469,104.20999908447266,102.38999938964844,103.93000030517578,101.2440414428711,1107700
2023-07-20,104.94000244140625,105.98999786376953,104.4800033569336,105.58999633789062,102.86112976074219,1239500
2023-07-21,106.04000091552734,106.44999694824219,104.3499984741211,104.83999633789062,102.1305160522461,907000
2023-07-24,105.33000183105469,106.70999908447266,105.33000183105469,106.08000183105469,103.33847045898438,699800
2023-07-25,106.45999908447266,108.97000122070312,106.08000183105469,108.0,105.20885467529297,1416400
2023-07-26,107.22000122070312,109.25,107.20999908447266,108.75,105.9394760131836,927800
2023-07-27,109.37999725341797,109.55000305175781,107.80999755859375,107.8499984741211,105.0627212524414,940200
2023-07-28,109.01000213623047,109.05999755859375,107.70999908447266,108.36000061035156,105.55955505371094,771900
2023-07-31,109.87999725341797,109.87999725341797,107.66999816894531,108.66999816894531,105.86154174804688,1391800
2023-08-01,107.66999816894531,109.0,107.12999725341797,108.41999816894531,105.61799621582031,1396600
2023-08-02,110.0,116.0,109.9000015258789,112.88999938964844,109.97248077392578,2942000
2023-08-03,112.61000061035156,116.01000213623047,112.19000244140625,114.38999938964844,111.43370819091797,1680300
2023-08-04,114.91999816894531,115.93000030517578,114.4800033569336,114.70999908447266,111.74544525146484,1664600
2023-08-07,115.0,116.58999633789062,114.70999908447266,115.9800033569336,112.98262786865234,1537500
2023-08-08,114.5,114.80999755859375,113.11000061035156,114.08999633789062,111.1414566040039,1898900
2023-08-09,114.19999694824219,114.76000213623047,112.62000274658203,112.69999694824219,109.78738403320312,986100
2023-08-10,112.7699966430664,113.80999755859375,111.3499984741211,112.13999938964844,109.24185180664062,1169300
2023-08-11,112.12999725341797,113.7300033569336,111.86000061035156,112.2300033569336,109.32953643798828,847300
2023-08-14,111.94999694824219,112.98999786376953,111.22000122070312,112.87999725341797,109.96273040771484,962300
2023-08-15,112.38999938964844,113.4800033569336,111.4800033569336,111.5999984741211,108.71582794189453,1138400
2023-08-16,111.51000213623047,112.3499984741211,110.91999816894531,111.26000213623047,108.38460540771484,937300
2023-08-17,111.2699966430664,112.55000305175781,110.70999908447266,111.06999969482422,108.84814453125,1137600
2023-08-18,110.16999816894531,112.69000244140625,109.91000366210938,112.52999877929688,110.27893829345703,999700
2023-08-21,112.62999725341797,113.62999725341797,112.4000015258789,112.98999786376953,110.72972869873047,894200
2023-08-22,113.47000122070312,113.79000091552734,111.30999755859375,111.38999938964844,109.16173553466797,1048800
2023-08-23,111.36000061035156,112.63999938964844,111.0999984741211,112.12000274658203,109.87713623046875,1085200
2023-08-24,112.08000183105469,112.8499984741211,111.66000366210938,112.08999633789062,109.84774017333984,784200
2023-08-25,112.73999786376953,113.52999877929688,111.68000030517578,112.70999908447266,110.45532989501953,853300
2023-08-28,113.0999984741211,114.2699966430664,112.58000183105469,113.55999755859375,111.28833770751953,725700
2023-08-29,113.8499984741211,114.37999725341797,113.11000061035156,113.87999725341797,111.6019287109375,828500
2023-08-30,113.75,115.1500015258789,113.75,114.5,112.20953369140625,798700
2023-08-31,114.41999816894531,115.05000305175781,113.98999786376953,114.31999969482422,112.03312683105469,972800
2023-09-01,115.29000091552734,115.6500015258789,114.22000122070312,115.0199966430664,112.7191162109375,912000
2023-09-05,115.0,115.12000274658203,112.98999786376953,113.08999633789062,110.82772827148438,794100
2023-09-06,113.05000305175781,113.55999755859375,110.2300033569336,110.80999755859375,108.59333801269531,1064100
2023-09-07,110.83999633789062,112.56999969482422,110.70999908447266,112.45999908447266,110.21034240722656,1345500
2023-09-08,112.68000030517578,113.5999984741211,112.02999877929688,112.37999725341797,110.13194274902344,911100
2023-09-11,113.20999908447266,115.18000030517578,113.20999908447266,114.87000274658203,112.57213592529297,1068300
2023-09-12,114.87000274658203,115.30000305175781,114.19000244140625,114.41000366210938,112.12133026123047,931000
2023-09-13,114.38999938964844,114.68000030517578,112.06999969482422,113.1500015258789,110.88653564453125,1193300
2023-09-14,113.69999694824219,115.83999633789062,113.45999908447266,115.30000305175781,112.9935302734375,835600
2023-09-15,114.69999694824219,115.0,111.94000244140625,112.41000366210938,110.16133880615234,1901700
2023-09-18,113.26000213623047,114.22000122070312,113.08000183105469,113.93000030517578,111.65092468261719,963000
2023-09-19,113.87999725341797,114.43000030517578,112.81999969482422,112.87000274658203,110.61213684082031,947900
2023-09-20,113.62999725341797,114.61000061035156,112.54000091552734,112.58999633789062,110.33773040771484,647700
2023-09-21,112.54000091552734,114.25,112.22000122070312,113.2300033569336,110.96493530273438,1026800
2023-09-22,112.88999938964844,113.05000305175781,110.23999786376953,110.4000015258789,108.19154357910156,1065800
2023-09-25,110.0,111.26000213623047,109.77999877929688,110.69000244140625,108.47574615478516,1010400
2023-09-26,110.0199966430664,111.12999725341797,108.58000183105469,108.95999908447266,106.78034973144531,1198100
2023-09-27,109.31999969482422,110.04000091552734,108.68000030517578,109.56999969482422,107.3781509399414,1144100
2023-09-28,109.72000122070312,111.12000274658203,109.72000122070312,110.61000061035156,108.39734649658203,984900
2023-09-29,110.16000366210938,110.61000061035156,107.95999908447266,108.25,106.08455657958984,1560600
2023-10-02,107.83999633789062,108.0199966430664,105.58000183105469,106.69000244140625,104.5557632446289,1306800
2023-10-03,106.01000213623047,107.13999938964844,104.70999908447266,105.7300033569336,103.6149673461914,1395900
2023-10-04,105.37999725341797,105.87000274658203,103.97000122070312,104.5199966430664,102.42916870117188,1082800
2023-10-05,104.30000305175781,105.30999755859375,103.69999694824219,103.83999633789062,101.76277160644531,1177700
2023-10-06,103.48999786376953,103.55999755859375,101.05999755859375,103.12000274658203,101.05718231201172,1296700
2023-10-09,103.52999877929688,106.30000305175781,103.52999877929688,105.48999786376953,103.37976837158203,1282000
2023-10-10,106.1500015258789,106.94000244140625,104.36000061035156,104.48999786376953,102.39977264404297,1467700
2023-10-11,104.83000183105469,105.31999969482422,100.55999755859375,101.98999786376953,99.94978332519531,2348300
2023-10-12,102.13999938964844,102.19000244140625,99.12000274658203,101.27999877929688,99.25397491455078,1453100
2023-10-13,101.76000213623047,102.75,100.80999755859375,102.16999816894531,100.12617492675781,1153900
2023-10-16,103.01000213623047,103.7300033569336,101.52999877929688,103.33000183105469,101.26296997070312,1058100
2023-10-17,102.66000366210938,105.30000305175781,102.66000366210938,105.12000274658203,103.01717376708984,852600
2023-10-18,104.95999908447266,107.69999694824219,104.69999694824219,105.30999755859375,103.203369140625,1233000
2023-10-19,105.33999633789062,105.41000366210938,103.2300033569336,103.6500015258789,101.57657623291016,920600
2023-10-20,103.63999938964844,104.4800033569336,101.58000183105469,101.5999984741211,99.56757354736328,1302800
2023-10-23,101.70999908447266,102.37999725341797,100.62000274658203,101.44000244140625,99.41078186035156,1198400
2023-10-24,101.69999694824219,102.0999984741211,99.62000274658203,100.72000122070312,98.70518493652344,1034400
2023-10-25,101.0,102.58999633789062,100.3499984741211,102.18000030517578,100.13597869873047,1244800
2023-10-26,104.98999786376953,108.2699966430664,103.83999633789062,106.37999725341797,104.251953125,1876100
2023-10-27,105.87999725341797,106.66999816894531,104.31999969482422,105.41999816894531,103.3111572265625,1007700
2023-10-30,106.33000183105469,107.29000091552734,105.2300033569336,106.45999908447266,104.33035278320312,973900
2023-10-31,106.61000061035156,106.9800033569336,105.18000030517578,105.9800033569336,103.8599624633789,1042600
2023-11-01,106.58999633789062,107.2699966430664,105.3499984741211,106.05999755859375,103.93836212158203,902700
2023-11-02,105.94000244140625,107.06999969482422,104.87999725341797,105.47000122070312,103.36016845703125,1056900
2023-11-03,106.27999877929688,107.41999816894531,106.01000213623047,106.05999755859375,103.93836212158203,855500
2023-11-06,106.08000183105469,106.19000244140625,104.69999694824219,105.41999816894531,103.3111572265625,793000
2023-11-07,104.93000030517578,105.16000366210938,103.58000183105469,104.62000274658203,102.52716827392578,677000
2023-11-08,104.02999877929688,105.12999725341797,102.11000061035156,102.76000213623047,100.70438385009766,1142700
2023-11-09,104.63999938964844,104.8499984741211,102.54000091552734,103.87000274658203,101.79217529296875,1206500
2023-11-10,103.86000061035156,104.83999633789062,103.33999633789062,104.52999877929688,102.43897247314453,804400
2023-11-13,104.16999816894531,104.68000030517578,102.94000244140625,104.08000183105469,101.99797058105469,938700
2023-11-14,105.12000274658203,106.69999694824219,104.94999694824219,106.19999694824219,104.0755615234375,787300
